# Database,Tag,Query,Min,Max,Average
SF-32,default,01,1.50964212418,2.01841449738,1.65177335739
SF-32,default,02,0.161808252335,0.219140052795,0.196445178985
SF-32,default,03,0.601957082748,1.07627439499,0.733419322968
SF-32,default,04,0.389858484268,0.590502262115,0.456149721148
SF-32,default,05,0.795598506927,0.932822465897,0.850130176544
SF-32,default,06,0.169279336929,0.410718917847,0.23902721405
SF-32,default,07,0.435432434082,0.5287296772,0.48126606941
SF-32,default,08,1.26312685013,1.35258340836,1.31193666458
SF-32,default,09,0.741004705429,1.15275335312,0.855862045288
SF-32,default,10,0.519639968872,0.551670074463,0.539231681822
SF-32,default,11,0.073842048645,0.1054251194,0.0855690002442
SF-32,default,12,0.252299547195,0.436779975891,0.31434779167
SF-32,default,13,4.65343880653,5.26503682137,4.80826010704
SF-32,default,14,0.190853357315,0.495336532593,0.286892032624
SF-32,default,15,0.400776386261,0.464039087296,0.42798089981
SF-32,default,16,1.03314566612,1.30082058907,1.15520629883
SF-32,default,17,0.311059951782,0.415074110031,0.345093631744
SF-32,default,18,1.34398055077,1.60822629929,1.46021680832
SF-32,default,19,0.183168411255,0.249411582947,0.202482891082
SF-32,default,20,0.345561742783,0.673213481903,0.472672033308
SF-32,default,21,1.56778311729,1.95524978638,1.74125828743
SF-32,default,22,1.19825196266,1.33973002434,1.26597304344
